harvest,post,slope_pct,wall_width_m,wall_high_outside_m,wall_high_m,wall_two_outside_m,wall_width,wall_ht_highest_inside,wall_ht_outside_highest_ft,wall_ht_outside_two_ft,built,year,month,elapsed
gas_line,252,-6,7.62,3.3528000000000002,2.8956,1.8288000000000002,25,9.5,11,6,2017_06,2018,10,16
gas_line,252,-3.7735849056603774,8.077200000000001,3.2004,2.8956,1.8288000000000002,26.5,9.5,10.5,6,2017_06,2019,11,29
gas_line,252,-6.122448979591836,7.4676,3.2004,2.7432000000000003,1.8288000000000002,24.5,9,10.5,6,2017_06,2020,10,40
gas_line,253,-28.395061728395063,8.2296,4.470400000000001,2.1336,3.5560000000000005,27,7,14.666666666666668,11.666666666666668,2017_06,2017,7,1
gas_line,253,-54.54545454545455,5.0292,4.7244,1.9812,3.6576000000000004,16.5,6.5,15.5,12,2017_06,2018,10,16
gas_line,253,-30.434782608695652,7.010400000000001,3.6576000000000004,1.524,3.048,23,5,12,10,2017_06,2019,11,29
gas_line,253,-33.333333333333336,6.4008,3.9624,1.8288000000000002,3.048,21,6,13,10,2017_06,2020,10,40
gas_line,254,-15.555555555555555,9.144,5.232400000000001,3.81,3.8608000000000007,30,12.5,17.166666666666668,12.666666666666668,2017_06,2017,7,1
gas_line,254,-23.076923076923077,5.9436,4.7244,3.3528000000000002,4.2672,19.5,11,15.5,14,2017_06,2018,10,16
gas_line,254,-24.444444444444443,6.8580000000000005,4.2672,2.5908,3.048,22.5,8.5,14,10,2017_06,2019,11,29
gas_line,254,-24.242424242424242,5.0292,3.2004,1.9812,2.1336,16.5,6.5,10.5,7,2017_06,2020,10,40
gas_line,255,-23.497267759562845,9.2964,4.775200000000001,2.5908,3.4036000000000004,30.5,8.5,15.666666666666668,11.166666666666668,2017_06,2017,7,1
gas_line,255,-19.696969696969695,10.0584,3.5052000000000003,1.524,3.048,33,5,11.5,10,2017_06,2018,10,16
gas_line,255,-30,7.62,3.6576000000000004,1.3716000000000002,3.048,25,4.5,12,10,2017_06,2019,11,29
gas_line,255,-31.914893617021278,7.162800000000001,3.5052000000000003,1.2192,2.8956,23.5,4,11.5,9.5,2017_06,2020,10,40
gas_line,256,-34.074074074074076,6.8580000000000005,4.3180000000000005,1.9812,3.4036000000000004,22.5,6.5,14.166666666666668,11.166666666666668,2017_06,2017,7,1
gas_line,256,-35.55555555555556,6.8580000000000005,5.0292,2.5908,2.8956,22.5,8.5,16.5,9.5,2017_06,2018,10,16
gas_line,256,-40.54054054054054,5.638800000000001,2.5908,0.3048,2.5908,18.5,1,8.5,8.5,2017_06,2019,11,29
gas_line,256,-38.46153846153846,5.9436,2.4384,0.1524,2.4384,19.5,0.5,8,8,2017_06,2020,10,40
gas_line,257,-16.825396825396826,6.4008,3.21056,2.1336,2.29616,21,7,10.533333333333333,7.533333333333333,2017_06,2017,7,1
gas_line,257,-14.285714285714286,8.5344,2.8956,1.6764000000000001,2.5908,28,5.5,9.5,8.5,2017_06,2018,10,16
gas_line,257,-13.953488372093023,6.5532,2.7432000000000003,1.8288000000000002,1.6764000000000001,21.5,6,9,5.5,2017_06,2019,11,29
gas_line,257,-17.560975609756095,6.2484,2.01168,0.9144000000000001,1.40208,20.5,3,6.6,4.6,2017_06,2020,10,40
gas_line,258,-34.48275862068966,4.4196,4.4196,2.8956,3.2004,14.5,9.5,14.5,10.5,2017_06,2017,7,1
gas_line,258,-35.483870967741936,4.7244,3.2004,1.524,3.2004,15.5,5,10.5,10.5,2017_06,2018,10,16
gas_line,258,-35.714285714285715,4.2672,2.8956,1.3716000000000002,1.8288000000000002,14,4.5,9.5,6,2017_06,2019,11,29
gas_line,258,-34.61538461538461,3.9624,3.2004,1.8288000000000002,1.8288000000000002,13,6,10.5,6,2017_06,2020,10,40
gas_line,259,-36.50793650793651,6.4008,3.8608000000000007,1.524,3.0988000000000007,21,5,12.666666666666668,10.166666666666668,2017_06,2017,7,1
gas_line,259,-42.857142857142854,5.3340000000000005,3.3528000000000002,1.0668,2.7432000000000003,17.5,3.5,11,9,2017_06,2018,10,16
gas_line,259,-39.02439024390244,6.2484,5.0292,2.5908,2.8956,20.5,8.5,16.5,9.5,2017_06,2019,11,29
gas_line,259,-37.5,6.096,4.572,2.286,2.5908,20,7.5,15,8.5,2017_06,2020,10,40
gas_line,260,-36.95652173913044,7.010400000000001,4.572,1.9812,3.5052000000000003,23,6.5,15,11.5,2017_06,2017,7,1
gas_line,260,-37.77777777777778,6.8580000000000005,3.9624,1.3716000000000002,3.2004,22.5,4.5,13,10.5,2017_06,2018,10,16
gas_line,260,-46.34146341463415,6.2484,4.8768,1.9812,3.5052000000000003,20.5,6.5,16,11.5,2017_06,2019,11,29
gas_line,260,-37.5,6.096,3.9624,1.6764000000000001,3.2004,20,5.5,13,10.5,2017_06,2020,10,40
gas_line,261,-29.2,7.62,4.968240000000001,2.7432000000000003,2.8346400000000003,25,9,16.3,9.3,2017_06,2017,7,1
gas_line,261,-41.86046511627907,6.5532,4.4196,1.6764000000000001,3.5052000000000003,21.5,5.5,14.5,11.5,2017_06,2018,10,16
gas_line,261,-40,4.8768,2.86512,0.9144000000000001,2.25552,16,3,9.4,7.4,2017_06,2019,11,29
gas_line,261,-38.23529411764706,5.1816,2.5908,0.6096,2.4384,17,2,8.5,8,2017_06,2020,10,40
gas_line,262,-35.1937984496124,6.5532,5.5067200000000005,3.2004,3.52552,21.5,10.5,18.066666666666666,11.566666666666666,2017_06,2017,7,1
gas_line,262,-35.813953488372086,6.5532,5.09016,2.7432000000000003,3.26136,21.5,9,16.7,10.7,2017_06,2018,10,16
gas_line,262,-36.58536585365854,6.2484,3.3528000000000002,1.0668,2.8956,20.5,3.5,11,9.5,2017_06,2019,11,29
gas_line,262,-37.5,6.096,3.048,0.762,2.7432000000000003,20,2.5,10,9,2017_06,2020,10,40
gas_line,263,-24.390243902439025,6.2484,3.81,2.286,2.4384,20.5,7.5,12.5,8,2017_06,2017,7,1
gas_line,263,-27.027027027027028,5.638800000000001,2.7432000000000003,1.2192,2.286,18.5,4,9,7.5,2017_06,2018,10,16
gas_line,263,-29.41176470588235,5.1816,2.7432000000000003,1.2192,1.9812,17,4,9,6.5,2017_06,2019,11,29
gas_line,263,-33.333333333333336,4.572,2.7432000000000003,1.2192,1.8288000000000002,15,4,9,6,2017_06,2020,10,40
gas_line,264,-28.985507246376816,7.010400000000001,5.6896,3.6576000000000004,3.0988000000000007,23,12,18.666666666666668,10.166666666666668,2017_06,2017,7,1
gas_line,264,-39.39393939393939,5.0292,5.0292,3.048,2.8956,16.5,10,16.5,9.5,2017_06,2018,10,16
gas_line,264,-40.54054054054054,5.638800000000001,3.9624,1.6764000000000001,3.2004,18.5,5.5,13,10.5,2017_06,2019,11,29
gas_line,264,-40,4.572,3.2004,1.3716000000000002,2.4384,15,4.5,10.5,8,2017_06,2020,10,40
gas_line,265,-35.23809523809524,5.3340000000000005,4.1656,2.286,2.6416000000000004,17.5,7.5,13.666666666666668,8.666666666666668,2017_06,2017,7,1
gas_line,265,-24.390243902439025,6.2484,2.4384,0.9144000000000001,2.4384,20.5,3,8,8,2017_06,2018,10,16
gas_line,265,-28,7.62,3.048,0.9144000000000001,3.048,25,3,10,10,2017_06,2019,11,29
gas_line,265,-30.232558139534884,6.5532,2.8956,0.9144000000000001,2.1336,21.5,3,9.5,7,2017_06,2020,10,40
gas_line,266,-25.925925925925927,5.486400000000001,4.0132,2.5908,2.9464000000000006,18,8.5,13.166666666666668,9.666666666666668,2017_06,2017,7,1
gas_line,266,-26.31578947368421,5.7912,3.9624,2.4384,3.048,19,8,13,10,2017_06,2018,10,16
gas_line,266,-25,5.486400000000001,3.6576000000000004,2.286,2.7432000000000003,18,7.5,12,9,2017_06,2019,11,29
gas_line,266,-27.272727272727273,5.0292,3.2004,1.8288000000000002,2.4384,16.5,6,10.5,8,2017_06,2020,10,40
gas_line,267,-24.074074074074073,5.486400000000001,3.1496,1.8288000000000002,2.5399999999999996,18,6,10.333333333333332,8.333333333333332,2017_06,2017,7,1
gas_line,267,-25.714285714285715,5.3340000000000005,2.5908,1.2192,2.5908,17.5,4,8.5,8.5,2017_06,2018,10,16
gas_line,267,-19.51219512195122,6.2484,1.9812,0.762,1.8288000000000002,20.5,2.5,6.5,6,2017_06,2019,11,29
gas_line,267,-26.470588235294116,5.1816,2.286,0.9144000000000001,1.9812,17,3,7.5,6.5,2017_06,2020,10,40
gas_line,268,-24.56140350877193,5.7912,4.3180000000000005,2.8956,2.7940000000000005,19,9.5,14.166666666666668,9.166666666666668,2017_06,2017,7,1
gas_line,268,-33.333333333333336,4.1148,4.1148,2.7432000000000003,2.8956,13.5,9,13.5,9.5,2017_06,2018,10,16
gas_line,268,-27.77777777777778,5.486400000000001,3.2004,1.6764000000000001,2.4384,18,5.5,10.5,8,2017_06,2019,11,29
gas_line,268,-24.324324324324323,5.638800000000001,3.048,1.6764000000000001,2.1336,18.5,5.5,10,7,2017_06,2020,10,40
gas_line,269,-11.11111111111111,5.9436,3.0987999999999998,2.4384,2.032,19.5,8,10.166666666666666,6.666666666666666,2017_06,2017,7,1
gas_line,269,-8.108108108108109,5.638800000000001,2.4384,1.9812,1.2192,18.5,6.5,8,4,2017_06,2018,10,16
gas_line,269,-13.513513513513514,5.638800000000001,1.9812,1.2192,1.6764000000000001,18.5,4,6.5,5.5,2017_06,2019,11,29
gas_line,269,-13.88888888888889,5.486400000000001,1.6764000000000001,0.9144000000000001,1.3716000000000002,18,3,5.5,4.5,2017_06,2020,10,40
gas_line,270,-9.25925925925926,5.486400000000001,3.4036,2.8956,2.6416,18,9.5,11.166666666666666,8.666666666666666,2017_06,2017,7,1
gas_line,270,-9.375,4.8768,3.3528000000000002,2.8956,2.4384,16,9.5,11,8,2017_06,2018,10,16
gas_line,270,-7.5,6.096,2.4384,1.9812,1.6764000000000001,20,6.5,8,5.5,2017_06,2019,11,29
gas_line,270,-13.793103448275861,4.4196,1.9812,1.3716000000000002,1.524,14.5,4.5,6.5,5,2017_06,2020,10,40
gas_line,271,-9.166666666666666,6.096,2.9972000000000003,2.4384,2.6924,20,8,9.833333333333334,8.833333333333334,2017_06,2017,7,1
gas_line,271,-6.521739130434782,7.010400000000001,3.5052000000000003,3.048,1.8288000000000002,23,10,11.5,6,2017_06,2018,10,16
gas_line,271,-10.256410256410257,5.9436,2.7432000000000003,2.1336,1.8288000000000002,19.5,7,9,6,2017_06,2019,11,29
gas_line,271,-11.428571428571429,5.3340000000000005,2.4384,1.8288000000000002,1.9812,17.5,6,8,6.5,2017_06,2020,10,40
gas_line,272,-7.291666666666667,4.8768,3.2512,2.8956,2.032,16,9.5,10.666666666666666,6.666666666666667,2017_06,2017,7,1
gas_line,272,-6.451612903225806,4.7244,2.4384,2.1336,2.4384,15.5,7,8,8,2017_06,2018,10,16
gas_line,272,-11.11111111111111,4.1148,3.048,2.5908,1.9812,13.5,8.5,10,6.5,2017_06,2019,11,29
gas_line,272,-6.0606060606060606,5.0292,2.286,1.9812,1.6764000000000001,16.5,6.5,7.5,5.5,2017_06,2020,10,40
gas_line,273,-3.3333333333333335,6.8580000000000005,3.8862,3.6576000000000004,3.2766,22.5,12,12.75,10.75,2017_06,2017,7,1
gas_line,273,-2.857142857142857,8.5344,2.37744,2.1336,2.37744,28,7,7.8,7.8,2017_06,2018,10,16
gas_line,273,-2.0833333333333335,7.315200000000001,2.4384,2.286,2.4384,24,7.5,8,8,2017_06,2019,11,29
gas_line,273,-4.25531914893617,7.162800000000001,2.1336,1.8288000000000002,2.1336,23.5,6,7,7,2017_06,2020,10,40
red_pine,601,-15.409836065573769,9.2964,4.78536,3.3528000000000002,2.95656,30.5,11,15.7,9.7,2017_07,2017,8,1
red_pine,601,-17.647058823529413,7.7724,3.6576000000000004,2.286,2.5908,25.5,7.5,12,8.5,2017_07,2018,8,16
red_pine,601,-18.181818181818183,6.7056000000000004,3.3528000000000002,2.1336,2.1336,22,7,11,7,2017_07,2019,8,28
red_pine,601,-17.5,6.096,2.286,1.2192,1.524,20,4,7.5,5,2017_07,2020,8,40
red_pine,602,-16.521739130434778,10.515600000000001,3.56616,1.8288000000000002,2.19456,34.5,6,11.7,7.199999999999999,2017_07,2017,8,1
red_pine,602,-13.043478260869565,10.515600000000001,2.286,0.9144000000000001,1.8288000000000002,34.5,3,7.5,6,2017_07,2018,8,16
red_pine,602,-12.121212121212121,10.0584,2.5908,1.3716000000000002,1.6764000000000001,33,4.5,8.5,5.5,2017_07,2019,8,28
red_pine,602,-12.857142857142858,10.668000000000001,2.5908,1.2192,1.9812,35,4,8.5,6.5,2017_07,2020,8,40
red_pine,603,-18.275862068965512,8.8392,4.35864,2.7432000000000003,2.98704,29,9,14.299999999999999,9.799999999999999,2017_07,2017,8,1
red_pine,603,-19.672131147540984,9.2964,3.9624,2.1336,3.6576000000000004,30.5,7,13,12,2017_07,2018,8,16
red_pine,603,-16.949152542372882,8.9916,3.5052000000000003,1.9812,2.4384,29.5,6.5,11.5,8,2017_07,2019,8,28
red_pine,603,-15.254237288135593,8.9916,3.048,1.6764000000000001,2.1336,29.5,5.5,10,7,2017_07,2020,8,40
red_pine,604,-20.923076923076927,9.906,4.20624,2.1336,3.7490400000000004,32.5,7,13.8,12.3,2017_07,2017,8,1
red_pine,604,-22.058823529411764,10.3632,3.6576000000000004,1.3716000000000002,3.6576000000000004,34,4.5,12,12,2017_07,2018,8,16
red_pine,604,-23.18840579710145,10.515600000000001,3.6576000000000004,1.2192,2.8956,34.5,4,12,9.5,2017_07,2019,8,28
red_pine,604,-25.396825396825395,9.6012,2.8956,0.45720000000000005,2.8956,31.5,1.5,9.5,9.5,2017_07,2020,8,40
red_pine,605,-19.999999999999996,9.4488,3.87096,1.9812,2.95656,31,6.5,12.7,9.7,2017_07,2017,8,1
red_pine,605,-20.3125,9.7536,4.1148,2.1336,2.8956,32,7,13.5,9.5,2017_07,2018,8,16
red_pine,605,-18.46153846153846,9.906,3.048,1.2192,2.5908,32.5,4,10,8.5,2017_07,2019,8,28
red_pine,605,-22.413793103448278,8.8392,2.286,0.3048,2.1336,29,1,7.5,7,2017_07,2020,8,40
red_pine,606,-21.73913043478261,7.010400000000001,4.8768,3.3528000000000002,2.7432000000000003,23,11,16,9,2017_07,2017,8,1
red_pine,606,-22.727272727272727,6.7056000000000004,4.4196,2.8956,2.5908,22,9.5,14.5,8.5,2017_07,2018,8,16
red_pine,606,-23.80952380952381,6.4008,4.1148,2.5908,2.4384,21,8.5,13.5,8,2017_07,2019,8,28
red_pine,606,-22.5,6.096,3.81,2.4384,2.286,20,8,12.5,7.5,2017_07,2020,8,40
red_pine,607,-26.31578947368421,8.6868,4.4196,2.1336,3.2004,28.5,7,14.5,10.5,2017_07,2017,8,1
red_pine,607,-23.80952380952381,9.6012,4.1148,1.8288000000000002,2.8956,31.5,6,13.5,9.5,2017_07,2018,8,16
red_pine,607,-25.862068965517242,8.8392,3.9624,1.6764000000000001,3.2004,29,5.5,13,10.5,2017_07,2019,8,28
red_pine,607,-25,9.144,3.3528000000000002,1.0668,2.8956,30,3.5,11,9.5,2017_07,2020,8,40
red_pine,608,-24.44444444444444,9.6012,4.00812,1.6611600000000002,3.26136,31.5,5.45,13.149999999999999,10.7,2017_07,2017,8,1
red_pine,608,-23.333333333333332,9.144,3.2004,1.0668,3.2004,30,3.5,10.5,10.5,2017_07,2018,8,16
red_pine,608,-24.074074074074073,8.2296,3.048,1.0668,2.8956,27,3.5,10,9.5,2017_07,2019,8,28
red_pine,608,-24.137931034482758,8.8392,2.8956,0.762,2.7432000000000003,29,2.5,9.5,9,2017_07,2020,8,40
red_pine,609,-23.116883116883116,11.7348,4.08432,1.3716000000000002,3.4747200000000005,38.5,4.5,13.4,11.4,2017_07,2017,8,1
red_pine,609,-21.176470588235293,12.954,3.5052000000000003,0.762,3.2004,42.5,2.5,11.5,10.5,2017_07,2018,8,16
red_pine,609,-22.07792207792208,11.7348,2.7432000000000003,0.1524,2.4384,38.5,0.5,9,8,2017_07,2019,8,28
red_pine,609,-23.076923076923077,11.8872,3.2004,0.45720000000000005,2.5908,39,1.5,10.5,8.5,2017_07,2020,8,40
red_pine,610,-18.4375,9.7536,4.23672,2.4384,2.86512,32,8,13.9,9.4,2017_07,2017,8,1
red_pine,610,-20,9.144,3.6576000000000004,1.8288000000000002,2.5908,30,6,12,8.5,2017_07,2018,8,16
red_pine,610,-23.4375,9.7536,4.2672,1.9812,2.8956,32,6.5,14,9.5,2017_07,2019,8,28
red_pine,610,-21.428571428571427,10.668000000000001,3.9624,1.6764000000000001,2.7432000000000003,35,5.5,13,9,2017_07,2020,8,40
red_pine,611,-21.153846153846153,7.9248,4.2672,2.5908,2.7432000000000003,26,8.5,14,9,2017_07,2017,8,1
red_pine,611,-18.888888888888886,8.2296,4.1452800000000005,2.5908,2.46888,27,8.5,13.6,8.1,2017_07,2018,8,16
red_pine,611,-23.076923076923077,7.9248,3.9624,2.1336,2.5908,26,7,13,8.5,2017_07,2019,8,28
red_pine,611,-19.565217391304348,7.010400000000001,3.2004,1.8288000000000002,1.8288000000000002,23,6,10.5,6,2017_07,2020,8,40
red_pine,612,-22.448979591836736,7.4676,3.5052000000000003,1.8288000000000002,2.5908,24.5,6,11.5,8.5,2017_07,2017,8,1
red_pine,612,-19.607843137254903,7.7724,3.2004,1.6764000000000001,2.286,25.5,5.5,10.5,7.5,2017_07,2018,8,16
red_pine,612,-24,7.62,3.2004,1.3716000000000002,2.5908,25,4.5,10.5,8.5,2017_07,2019,8,28
red_pine,612,-24,7.62,3.048,1.2192,2.286,25,4,10,7.5,2017_07,2020,8,40
red_pine,613,-22.666666666666668,11.43,4.4196,1.8288000000000002,3.5052000000000003,37.5,6,14.5,11.5,2017_07,2017,8,1
red_pine,613,-24.285714285714285,10.668000000000001,3.81,1.2192,3.048,35,4,12.5,10,2017_07,2018,8,16
red_pine,613,-25,9.144,3.5052000000000003,1.2192,2.8956,30,4,11.5,9.5,2017_07,2019,8,28
red_pine,613,-22.058823529411764,10.3632,3.5052000000000003,1.2192,2.8956,34,4,11.5,9.5,2017_07,2020,8,40
red_pine,614,-20.750000000000004,12.192,4.35864,1.8288000000000002,3.2918400000000005,40,6,14.3,10.8,2017_07,2017,8,1
red_pine,614,-26.470588235294116,10.3632,3.3528000000000002,0.6096,3.2004,34,2,11,10.5,2017_07,2018,8,16
red_pine,614,-26.027397260273972,11.125200000000001,3.5052000000000003,0.6096,3.5052000000000003,36.5,2,11.5,11.5,2017_07,2019,8,28
red_pine,614,-26.153846153846153,9.906,2.8956,0.3048,3.2004,32.5,1,9.5,10.5,2017_07,2020,8,40
red_pine,615,-19.565217391304348,7.010400000000001,2.8956,1.524,2.1336,23,5,9.5,7,2017_07,2017,8,1
red_pine,615,-19.148936170212767,7.162800000000001,2.4384,1.0668,1.8288000000000002,23.5,3.5,8,6,2017_07,2018,8,16
red_pine,615,-22.22222222222222,9.6012,3.048,0.9144000000000001,2.8956,31.5,3,10,9.5,2017_07,2019,8,28
red_pine,615,-20.454545454545453,6.7056000000000004,1.9812,0.6096,1.6764000000000001,22,2,6.5,5.5,2017_07,2020,8,40
red_pine,616,-25.483870967741936,9.4488,4.08432,1.6764000000000001,3.3223200000000004,31,5.5,13.4,10.9,2017_07,2017,8,1
red_pine,616,-29.032258064516128,9.4488,4.1148,1.3716000000000002,3.3528000000000002,31,4.5,13.5,11,2017_07,2018,8,16
red_pine,616,-29.09090909090909,8.382,3.3528000000000002,0.9144000000000001,3.048,27.5,3,11,10,2017_07,2019,8,28
red_pine,616,-29.09090909090909,8.382,3.5052000000000003,1.0668,2.8956,27.5,3.5,11.5,9.5,2017_07,2020,8,40
red_pine,617,-37.735849056603776,8.077200000000001,6.096,3.048,4.4196,26.5,10,20,14.5,2017_07,2017,8,1
red_pine,617,-32.06896551724138,8.8392,5.120640000000001,2.286,3.9014400000000005,29,7.5,16.8,12.8,2017_07,2018,8,16
red_pine,617,-38.18181818181818,8.382,5.0292,1.8288000000000002,4.2672,27.5,6,16.5,14,2017_07,2019,8,28
red_pine,617,-45.11627906976744,6.5532,3.71856,0.762,3.56616,21.5,2.5,12.2,11.7,2017_07,2020,8,40
red_pine,618,-33.58490566037736,8.077200000000001,4.84632,2.1336,4.23672,26.5,7,15.9,13.9,2017_07,2017,8,1
red_pine,618,-34.285714285714285,9.6012,5.120640000000001,1.8288000000000002,4.51104,31.5,6,16.8,14.8,2017_07,2018,8,16
red_pine,618,-33.333333333333336,8.6868,3.9624,1.0668,3.9624,28.5,3.5,13,13,2017_07,2019,8,28
red_pine,618,-31.57894736842105,8.6868,3.81,1.0668,3.2004,28.5,3.5,12.5,10.5,2017_07,2020,8,40
red_pine,619,-21.111111111111114,5.486400000000001,3.9014400000000005,2.7432000000000003,3.44424,18,9,12.8,11.3,2017_07,2017,8,1
red_pine,619,-18.91891891891892,5.638800000000001,3.6576000000000004,2.5908,3.2004,18.5,8.5,12,10.5,2017_07,2018,8,16
red_pine,619,-19.48717948717949,5.9436,3.7490400000000004,2.5908,3.2918400000000005,19.5,8.5,12.3,10.8,2017_07,2019,8,28
red_pine,619,-22.631578947368425,5.7912,3.44424,2.1336,3.1394400000000005,19,7,11.3,10.3,2017_07,2020,8,40
red_pine,620,-26.53061224489796,7.4676,4.572,2.5908,3.9624,24.5,8.5,15,13,2017_07,2017,8,1
red_pine,620,-21.090909090909093,8.382,4.20624,2.4384,3.44424,27.5,8,13.8,11.3,2017_07,2018,8,16
red_pine,620,-25,7.315200000000001,4.2672,2.4384,3.5052000000000003,24,8,14,11.5,2017_07,2019,8,28
red_pine,620,-19.200000000000003,7.62,3.7490400000000004,2.286,3.1394400000000005,25,7.5,12.3,10.3,2017_07,2020,8,40
red_pine,621,-21.62162162162162,5.638800000000001,4.8768,3.6576000000000004,3.6576000000000004,18.5,12,16,12,2017_07,2017,8,1
red_pine,621,-20,6.096,4.2672,3.048,3.2004,20,10,14,10.5,2017_07,2018,8,16
red_pine,621,-20.930232558139537,6.5532,3.6576000000000004,2.286,2.5908,21.5,7.5,12,8.5,2017_07,2019,8,28
red_pine,621,-21.860465116279066,6.5532,3.56616,2.1336,2.80416,21.5,7,11.7,9.2,2017_07,2020,8,40
red_pine,622,-11.707317073170733,6.2484,3.62712,2.8956,2.25552,20.5,9.5,11.9,7.4,2017_07,2017,8,1
red_pine,622,-9.75609756097561,6.2484,3.048,2.4384,1.9812,20.5,8,10,6.5,2017_07,2018,8,16
red_pine,622,-10.81081081081081,5.638800000000001,2.8956,2.286,1.8288000000000002,18.5,7.5,9.5,6,2017_07,2019,8,28
red_pine,622,-5,6.096,2.4384,2.1336,1.524,20,7,8,5,2017_07,2020,8,40
red_pine,623,-11.428571428571429,5.3340000000000005,3.048,2.4384,2.286,17.5,8,10,7.5,2017_07,2017,8,1
red_pine,623,-8.823529411764707,5.1816,2.7432000000000003,2.286,1.8288000000000002,17,7.5,9,6,2017_07,2018,8,16
red_pine,623,-9.67741935483871,4.7244,2.5908,2.1336,1.524,15.5,7,8.5,5,2017_07,2019,8,28
red_pine,623,-9.67741935483871,4.7244,2.5908,2.1336,1.2192,15.5,7,8.5,4,2017_07,2020,8,40
red_pine,624,-12.888888888888891,6.8580000000000005,4.23672,3.3528000000000002,2.86512,22.5,11,13.9,9.4,2017_07,2017,8,1
red_pine,624,-7.931034482758623,8.8392,4.05384,3.3528000000000002,2.8346400000000003,29,11,13.3,9.3,2017_07,2018,8,16
red_pine,624,-9.523809523809524,6.4008,3.81,3.2004,2.4384,21,10.5,12.5,8,2017_07,2019,8,28
red_pine,624,-11.904761904761905,6.4008,3.6576000000000004,2.8956,2.286,21,9.5,12,7.5,2017_07,2020,8,40
red_pine,625,4.23076923076923,7.9248,3.62712,3.9624,1.9507200000000002,26,13,11.9,6.4,2017_07,2017,8,1
red_pine,625,3.389830508474576,8.9916,2.8956,3.2004,1.6764000000000001,29.5,10.5,9.5,5.5,2017_07,2018,8,16
red_pine,625,0,8.077200000000001,2.7432000000000003,2.7432000000000003,1.524,26.5,9,9,5,2017_07,2019,8,28
red_pine,625,1.9607843137254901,7.7724,2.4384,2.5908,1.3716000000000002,25.5,8.5,8,4.5,2017_07,2020,8,40
red_pine,626,4.799999999999997,7.62,2.9870400000000004,3.3528000000000002,2.3774400000000004,25,11,9.8,7.800000000000001,2017_07,2017,8,1
red_pine,626,6.521739130434782,7.010400000000001,2.1336,2.5908,1.9812,23,8.5,7,6.5,2017_07,2018,8,16
red_pine,626,4.3478260869565215,7.010400000000001,1.8288000000000002,2.1336,1.2192,23,7,6,4,2017_07,2019,8,28
red_pine,626,2.5,6.096,1.9812,2.1336,1.3716000000000002,20,7,6.5,4.5,2017_07,2020,8,40
red_pine,627,4.705882352941174,7.7724,2.0726400000000003,2.4384,1.6154400000000002,25.5,8,6.800000000000001,5.300000000000001,2017_07,2017,8,1
red_pine,627,4.081632653061225,7.4676,1.9812,2.286,1.524,24.5,7.5,6.5,5,2017_07,2018,8,16
red_pine,627,4.545454545454546,6.7056000000000004,1.9812,2.286,1.3716000000000002,22,7.5,6.5,4.5,2017_07,2019,8,28
red_pine,627,4.651162790697675,6.5532,1.8288000000000002,2.1336,1.2192,21.5,7,6,4,2017_07,2020,8,40
red_pine,628,-4.444444444444442,4.1148,3.53568,3.3528000000000002,2.46888,13.5,11,11.6,8.1,2017_07,2017,8,1
red_pine,628,5.405405405405405,5.638800000000001,2.4384,2.7432000000000003,1.8288000000000002,18.5,9,8,6,2017_07,2018,8,16
red_pine,628,2.857142857142857,5.3340000000000005,2.4384,2.5908,1.3716000000000002,17.5,8.5,8,4.5,2017_07,2019,8,28
red_pine,628,-3.4482758620689653,4.4196,1.9812,1.8288000000000002,1.2192,14.5,6,6.5,4,2017_07,2020,8,40
red_pine,629,2.5,6.096,2.8956,3.048,1.6764000000000001,20,10,9.5,5.5,2017_07,2017,8,1
red_pine,629,2.380952380952381,6.4008,2.5908,2.7432000000000003,1.6764000000000001,21,9,8.5,5.5,2017_07,2018,8,16
red_pine,629,2.857142857142857,5.3340000000000005,1.9812,2.1336,1.524,17.5,7,6.5,5,2017_07,2019,8,28
red_pine,629,2.9411764705882355,5.1816,2.286,2.4384,1.3716000000000002,17,8,7.5,4.5,2017_07,2020,8,40
red_pine,630,0,5.638800000000001,2.8956,2.8956,1.6764000000000001,18.5,9.5,9.5,5.5,2017_07,2017,8,1
red_pine,630,0,4.8768,2.5908,2.5908,1.6764000000000001,16,8.5,8.5,5.5,2017_07,2018,8,16
red_pine,630,0,4.7244,2.286,2.286,1.6764000000000001,15.5,7.5,7.5,5.5,2017_07,2019,8,28
red_pine,630,-3.8461538461538463,3.9624,1.9812,1.8288000000000002,1.6764000000000001,13,6,6.5,5.5,2017_07,2020,8,40
red_pine,631,2.790697674418603,6.5532,4.23672,4.4196,2.25552,21.5,14.5,13.9,7.4,2017_07,2017,8,1
red_pine,631,1.9607843137254901,7.7724,3.6576000000000004,3.81,2.286,25.5,12.5,12,7.5,2017_07,2018,8,16
red_pine,631,0,5.638800000000001,2.4384,2.4384,1.9812,18.5,8,8,6.5,2017_07,2019,8,28
red_pine,631,0,4.7244,2.7432000000000003,2.7432000000000003,1.524,15.5,9,9,5,2017_07,2020,8,40
red_pine,632,0,6.4008,2.4384,2.4384,2.4384,21,8,8,8,2017_07,2017,8,1
red_pine,632,0,6.4008,2.1336,2.1336,2.1336,21,7,7,7,2017_07,2018,8,16
red_pine,632,2.4390243902439024,6.2484,1.9812,2.1336,0.762,20.5,7,6.5,2.5,2017_07,2019,8,28
red_pine,632,-2.3255813953488373,6.5532,1.9812,1.8288000000000002,1.0668,21.5,6,6.5,3.5,2017_07,2020,8,40
